"freq","word6","word5","word4","word3","word2","word1"
359375,"who","one","only","the","i","am"
357142,"be","to","going","not","is","it"
357142,"been","have","i","since","while","a"
357142,"i","sure","pretty","am","i","and"
357142,"guy","next","the","as","much","as"
357142,"great","a","have","you","hope","birthday"
357142,"you","give","to","going","am","i"
357142,"for","mood","the","in","am","i"
357142,"to","mood","the","in","am","i"
357142,"who","person","only","the","am","i"
357142,"i","why","idea","no","have","i"
357142,"i","honest","be","to","have","i"
357142,"of","heard","not","have","you","if"
357142,"what","know","to","want","you","if"
357142,"am","i","and","morning","the","in"
357142,"day","great","a","been","is","it"
357142,"before","time","of","matter","a","just"
357142,"to","hope","rt","the","for","thanks"
357142,"this","of","months","three","first","the"
357142,"the","of","part","important","most","the"
357142,"to","have","not","do","you","when"
357142,"would","i","me","follow","please","you"
354838,"season","this","time","first","the","for"
354838,"am","i","way","no","is","there"
352941,"i","blue","are","violets","red","are"
352941,"the","with","do","to","something","had"
352941,"most","the","of","one","been","has"
352941,"the","in","you","see","to","hope"
352941,"i","that","say","honestly","can","i"
352941,"was","i","think","not","did","i"
352941,"for","time","have","not","do","i"
352941,"i","where","idea","no","have","i"
352941,"well","all","are","you","hope","i"
352941,"i","mean","you","what","know","i"
352941,"the","of","one","are","you","if"
352941,"more","read","to","want","you","if"
352941,"am","i","but","you","about","know"
352941,"and","bathroom","the","to","go","to"
352941,"it","me","follow","please","you","will"
351351,"the","about","think","you","do","what"
350000,"day","good","a","had","you","hope"
350000,"people","of","lot","a","think","i"
350000,"why","reasons","the","of","one","is"
350000,"year","the","of","end","the","until"
347826,"were","you","know","not","did","i"
347826,"the","with","do","to","has","it"
347826,"a","be","to","out","turned","it"
346153,"day","good","a","have","you","hope"
344827,"to","have","not","do","i","and"
343750,"i","where","know","not","do","i"
343750,"i","that","say","to","have","i"
342857,"a","have","to","love","would","i"
342105,"twitter","on","been","not","have","i"
340000,"i","if","know","not","do","i"
333333,"best","the","of","one","is","he"
333333,"a","take","to","going","am","i"
333333,"in","day","beautiful","a","is","it"
333333,"the","of","fan","big","a","am"
333333,"day","long","a","be","to","going"
333333,"ago","half","a","and","week","a"
333333,"seen","ever","have","i","think","not"
333333,"will","i","days","these","of","one"
333333,"been","is","it","believe","not","ca"
333333,"go","gonna","am","i","think","i"
333333,"i","way","only","the","is","it"
333333,"the","of","day","first","the","on"
333333,"in","coming","for","much","so","thanks"
333333,"your","to","forward","looking","follow","the"
333333,"back","be","to","wait","not","ca"
333333,"school","to","go","wanna","not","do"
333333,"what","know","to","want","not","do"
333333,"to","talk","to","want","not","do"
333333,"not","am","i","mean","not","does"
333333,"it","get","to","way","a","find"
333333,"about","word","the","spread","us","help"
333333,"what","sure","really","not","am","i"
333333,"this","about","excited","so","am","i"
333333,"i","it","believe","not","could","i"
333333,"believe","to","hard","it","find","i"
333333,"to","go","to","want","really","i"
333333,"like","not","do","i","that","is"
333333,"the","is","it","if","sure","not"
333333,"and","by","stopping","for","you","thank"
333333,"a","is","there","that","fact","the"
333333,"bed","the","of","side","wrong","the"
333333,"good","a","be","would","it","think"
333333,"i","day","good","a","be","to"
333333,"a","is","there","if","see","to"
333333,"a","and","tea","of","cup","a"
333333,"know","not","do","you","if","and"
333333,"have","to","going","are","you","and"
333333,"with","job","great","a","doing","are"
333333,"season","the","in","point","this","at"
333333,"i","please","me","follow","you","can"
333333,"try","a","it","give","to","decided"
333333,"the","to","it","make","not","did"
333333,"i","long","how","know","not","do"
333333,"am","i","where","know","not","do"
333333,"not","is","it","mean","not","does"
333333,"and","well","all","are","you","hope"
333333,"in","dollars","of","millions","of","hundreds"
333333,"i","think","to","starting","am","i"
333333,"not","am","i","sure","am","i"
333333,"be","to","excited","very","am","i"
333333,"see","to","excited","very","am","i"
333333,"of","think","but","help","cannot","i"
333333,"about","much","so","learned","have","i"
333333,"much","so","seen","never","have","i"
333333,"to","important","is","it","think","i"
333333,"the","of","days","early","the","in"
333333,"in","on","going","lot","a","is"
333333,"to","work","of","lot","a","is"
333333,"a","of","middle","the","in","is"
333333,"a","for","time","almost","is","it"
333333,"a","am","i","because","is","it"
333333,"a","take","to","time","is","it"
333333,"lives","the","in","difference","a","make"
333333,"the","out","check","to","sure","make"
333333,"questions","have","you","if","know","me"
333333,"will","i","and","life","my","of"
333333,"years","of","couple","past","the","over"
333333,"know","me","letting","for","you","thank"
333333,"the","to","out","coming","for","thanks"
333333,"i","think","not","do","i","that"
333333,"been","have","i","why","is","that"
333333,"for","end","the","of","beginning","the"
333333,"ever","have","i","thing","best","the"
333333,"my","with","time","some","spend","to"
333333,"soon","up","catch","to","need","we"
333333,"what","know","not","do","i","well"
333333,"you","time","last","the","is","when"
333333,"i","end","the","in","it","worth"
333333,"your","about","hear","to","love","would"
333333,"get","to","do","to","have","you"
333333,"doing","are","you","what","know","you"
333333,"followers","our","of","all","to","you"
324324,"the","of","think","you","do","what"
323809,"day","the","of","end","the","at"
322580,"year","this","time","first","the","for"
321428,"to","what","out","figure","to","trying"
320000,"so","you","love","i","me","follow"
320000,"world","the","of","history","the","in"
320000,"i","time","first","the","was","it"
320000,"most","the","of","one","are","you"
318181,"is","say","to","have","i","all"
318181,"not","am","i","worry","not","do"
318181,"i","say","to","like","would","i"
318181,"days","of","couple","next","the","in"
318181,"weeks","of","couple","next","the","in"
316666,"a","win","to","chance","a","for"
315789,"the","out","check","to","sure","be"
315789,"are","you","when","know","me","let"
315789,"is","he","think","not","do","i"
315789,"a","get","to","able","was","i"
315789,"be","to","want","not","would","i"
315789,"the","that","way","a","such","in"
315789,"make","would","it","me","follow","please"
315789,"day","great","a","have","all","you"
312500,"ever","will","i","think","not","do"
312500,"you","if","care","not","do","i"
312500,"are","you","what","know","not","do"
312500,"i","but","why","know","not","do"
312500,"now","years","of","couple","a","for"
312500,"was","i","know","not","did","i"
312500,"to","anything","have","not","do","i"
312500,"fan","a","been","always","have","i"
312500,"i","that","admit","to","have","i"
312500,"people","of","lot","a","know","i"
312500,"the","on","be","to","going","is"
312500,"time","of","matter","a","just","is"
312500,"doing","been","have","i","what","is"
312500,"a","be","to","like","is","it"
312500,"neck","my","of","back","the","on"
312500,"knowledge","my","of","best","the","to"
312500,"know","to","like","you","would","what"
310344,"am","i","rt","the","for","thanks"
307692,"i","think","not","do","i","and"
307692,"everyone","to","you","thank","huge","a"
307692,"it","part","most","the","for","and"
307692,"to","have","not","did","i","and"
307692,"started","even","not","have","i","and"
307692,"this","from","see","can","you","as"
307692,"have","i","like","feel","not","do"
307692,"the","to","back","go","to","have"
307692,"this","of","sick","so","am","i"
307692,"it","like","not","do","just","i"
307692,"a","be","would","it","knew","i"
307692,"show","the","on","be","will","i"
307692,"book","the","of","author","the","is"
307692,"year","the","of","end","the","is"
307692,"time","long","a","been","has","it"
307692,"the","much","so","not","is","it"
307692,"tell","to","early","too","is","it"
307692,"town","in","am","i","time","next"
307692,"you","without","same","the","be","not"
307692,"have","to","going","are","we","said"
307692,"it","think","not","do","i","so"
307692,"you","love","i","why","is","this"
307692,"the","with","love","in","fall","to"
307692,"a","be","to","going","is","tomorrow"
307692,"a","make","to","going","are","we"
307692,"i","think","guys","you","do","what"
307692,"like","is","it","what","know","you"
307692,"the","about","know","to","need","you"
306122,"day","good","a","be","to","going"
305555,"am","i","what","know","not","do"
305555,"wonderful","a","have","all","you","hope"
304347,"weekend","great","a","had","everyone","hope"
304347,"any","need","you","if","know","me"
304347,"anything","need","you","if","know","me"
304347,"thinking","was","i","what","is","that"
303030,"the","with","do","to","nothing","had"
3e+05,"you","what","see","to","wait","cannot"
3e+05,"been","have","who","you","of","those"
3e+05,"i","you","of","proud","so","am"
3e+05,"know","even","not","do","i","and"
3e+05,"to","go","to","have","not","do"
3e+05,"day","great","a","having","is","everyone"
3e+05,"be","will","it","sure","am","i"
3e+05,"i","think","to","like","would","i"
3e+05,"to","have","not","did","i","if"
298507,"you","of","proud","so","am","i"
298245,"if","know","not","do","i","but"
297297,"a","have","not","do","you","if"
294117,"i","time","first","the","is","this"
294117,"it","like","not","do","i","and"
294117,"going","is","that","think","not","do"
294117,"i","concerned","am","i","as","far"
294117,"it","with","do","to","something","had"
294117,"home","go","to","ready","am","i"
294117,"be","to","happy","so","am","i"
294117,"would","i","think","not","did","i"
294117,"it","check","to","have","will","i"
294117,"out","check","to","have","will","i"
294117,"you","times","many","how","matter","no"
294117,"the","and","states","united","the","of"
294117,"to","things","favorite","my","of","one"
294117,"about","things","best","the","of","one"
294117,"have","i","what","is","that","so"
294117,"what","see","to","wait","cannot","we"
294117,"i","child","a","was","i","when"
294117,"admit","to","first","the","be","will"
291666,"are","who","us","of","those","for"
291666,"for","twitter","on","been","not","have"
291666,"to","fun","much","so","was","it"
291666,"and","prison","in","years","to","up"
290322,"a","have","not","do","i","but"
290322,"mothers","the","all","to","day","mothers"
288461,"came","who","everyone","to","you","thank"
285714,"day","great","a","be","to","going"
285714,"is","that","sure","pretty","am","i"
285714,"not","am","i","why","is","that"
285714,"the","for","not","were","it","if"
285714,"to","pepper","and","salt","with","season"
285714,"to","came","who","all","to","thanks"
285714,"am","i","what","exactly","is","that"
285714,"be","to","going","are","you","that"
285714,"the","of","most","the","make","to"
285714,"find","could","i","if","see","to"
285714,"have","i","since","time","long","a"
285714,"what","see","to","wait","cannot","and"
285714,"it","time","the","of","most","and"
285714,"football","some","for","ready","you","are"
285714,"good","a","have","you","hope","birthday"
285714,"is","it","end","the","in","but"
285714,"of","many","how","know","not","do"
285714,"go","to","where","know","not","do"
285714,"start","to","where","know","not","do"
285714,"ever","would","i","think","not","do"
285714,"then","two","or","minute","a","for"
285714,"year","the","of","end","the","for"
285714,"and","you","to","year","new","happy"
285714,"moment","this","for","waiting","been","have"
285714,"that","believer","firm","a","am","i"
285714,"have","you","sure","pretty","am","i"
285714,"are","you","glad","so","am","i"
285714,"about","care","really","not","do","i"
285714,"do","to","meaning","been","have","i"
285714,"good","a","had","you","hope","i"
285714,"on","back","get","to","need","i"
285714,"i","years","few","last","the","in"
285714,"for","day","great","a","is","it"
285714,"am","i","that","just","is","it"
285714,"am","i","like","not","is","it"
285714,"that","say","to","safe","is","it"
285714,"i","that","say","just","is","let"
285714,"interested","are","you","if","know","me"
285714,"where","exchange","stock","york","new","the"
285714,"i","work","to","back","get","to"
285714,"have","to","excited","so","are","we"
285714,"the","is","think","you","do","what"
285714,"do","to","trying","am","i","what"
285714,"to","do","to","need","you","what"
285714,"love","i","me","follow","please","you"
282828,"the","of","part","a","be","to"
281250,"be","will","i","think","not","do"
280000,"most","the","of","one","be","to"
280000,"you","what","know","not","do","you"
277777,"it","see","not","do","i","but"
277777,"it","love","just","you","not","do"
277777,"a","be","to","have","to","going"
277777,"a","need","to","going","am","i"
277777,"how","sure","quite","not","am","i"
277777,"the","for","thankful","so","am","i"
277777,"to","go","to","wait","cannot","i"
277777,"am","i","when","it","hate","i"
277777,"in","on","going","is","what","of"
277777,"to","coming","for","much","so","thanks"
277777,"happen","to","going","not","is","that"
277777,"the","of","view","of","point","the"
277777,"to","go","to","able","be","to"
277777,"support","your","for","much","so","you"
276595,"month","this","of","end","the","at"
275862,"if","sure","not","am","i","and"
275862,"i","why","sure","not","am","i"
275862,"if","me","to","world","the","mean"
275362,"need","you","if","know","us","let"
272727,"a","is","there","think","not","do"
272727,"any","is","there","think","not","do"
272727,"day","great","a","has","everyone","hope"
272727,"have","i","time","first","the","was"
271084,"you","see","to","wait","not","ca"
270833,"am","i","know","not","do","i"
269503,"have","i","think","not","do","i"
269230,"to","how","idea","no","have","i"
269230,"then","case","the","is","that","if"
269230,"you","with","touch","in","get","to"
268041,"i","why","know","not","do","i"
267857,"i","if","sure","not","am","i"
266666,"ever","have","i","time","first","the"
266666,"i","ago","days","of","couple","a"
266666,"it","to","forward","looking","really","am"
266666,"and","fame","of","hall","roll","and"
266666,"a","of","middle","the","in","are"
266666,"home","got","i","time","the","by"
266666,"about","on","and","on","go","could"
266666,"it","do","to","want","not","did"
266666,"the","on","out","miss","not","do"
266666,"going","am","i","mean","not","does"
266666,"the","until","or","minutes","to","for"
266666,"your","of","out","most","the","get"
266666,"everyone","day","is","patrick","st","happy"
266666,"favorite","my","of","some","are","here"
266666,"how","you","love","i","much","how"
266666,"a","is","there","sure","am","i"
266666,"be","will","they","sure","am","i"
266666,"your","about","care","not","do","i"
266666,"wonderful","a","had","everyone","hope","i"
266666,"at","you","see","to","hope","i"
266666,"soon","better","feel","you","hope","i"
266666,"that","say","to","have","would","i"
266666,"a","get","not","do","i","if"
266666,"me","mind","not","do","you","if"
266666,"if","tell","to","hard","is","it"
266666,"you","see","to","nice","is","it"
266666,"damage","seconds","duration","cost","mp","level"
266666,"teams","is","women","and","is","men"
266666,"week","a","of","course","the","over"
266666,"if","know","not","do","i","said"
266666,"about","think","you","do","what","so"
266666,"have","i","things","the","of","some"
266666,"are","you","follow","the","for","thanks"
266666,"do","i","mean","not","does","that"
266666,"what","know","not","do","i","that"
266666,"want","i","what","not","is","that"
266666,"are","you","when","moment","awkward","the"
266666,"no","is","there","that","fact","the"
266666,"not","are","you","that","fact","the"
266666,"that","chance","good","a","is","there"
266666,"come","you","what","see","to","wait"
266666,"have","you","what","see","to","wait"
266666,"when","know","you","let","will","we"
266666,"be","to","have","you","do","why"
266666,"that","how","know","you","let","will"
266666,"week","good","a","having","are","you"
263157,"amp","gt","amp","span","lt","amp"
263157,"spellcheck","gt","amp","span","lt","amp"
263157,"goog","gt","amp","word","spellcheck","goog"
263157,"follow","to","me","want","you","if"
263157,"game","the","of","name","the","is"
263157,"support","your","all","for","you","thank"
263157,"day","the","of","part","best","the"
263157,"weekend","great","a","have","all","you"
261904,"what","know","not","do","i","and"
261904,"area","the","in","are","you","if"
260869,"able","be","to","going","not","are"
260869,"new","the","see","to","wait","cannot"
260869,"wonderful","a","had","all","you","hope"
260869,"are","they","think","not","do","i"
259259,"the","to","go","to","need","i"
259259,"the","for","not","was","it","if"
259259,"amazing","an","be","to","going","is"
259259,"be","to","have","to","going","is"
259259,"have","i","reasons","the","of","one"
257142,"anyone","what","care","not","do","i"
256410,"this","for","waiting","been","have","i"
256410,"a","be","would","it","think","i"
256410,"about","questions","any","have","you","if"
255639,"the","for","much","so","you","thank"
254901,"i","think","not","do","i","but"
254545,"how","know","you","let","will","i"
250000,"good","a","be","gonna","is","it"
250000,"i","can","i","as","soon","as"
250000,"the","until","or","minutes","for","bake"
250000,"out","get","to","want","not","do"
250000,"more","know","to","like","would","i"
250000,"most","is","world","the","of","one"
250000,"in","time","first","the","for","and"
250000,"that","say","to","have","i","and"
250000,"the","you","send","will","i","and"
250000,"be","to","trying","not","am","i"
250000,"saying","am","i","believe","cannot","i"
250000,"meeting","of","pleasure","the","had","i"
250000,"am","i","admit","to","have","i"
250000,"that","think","to","like","would","i"
250000,"am","i","say","i","can","what"
250000,"season","last","of","end","the","at"
250000,"week","last","of","end","the","at"
250000,"have","not","do","you","if","but"
250000,"the","at","look","a","is","here"
250000,"it","keep","to","going","am","i"
250000,"i","like","feel","not","did","i"
250000,"they","how","see","not","do","i"
250000,"can","anyone","think","not","do","i"
250000,"a","for","looking","been","have","i"
250000,"get","to","time","great","a","is"
250000,"i","time","first","the","is","it"
250000,"what","know","not","do","i","me"
250000,"tried","have","i","years","the","over"
250000,"fact","the","with","do","to","something"
250000,"to","have","not","do","we","that"
250000,"i","life","my","of","love","the"
250000,"be","to","lot","a","is","there"
250000,"about","you","to","talk","to","want"
250000,"i","you","to","talk","to","want"
250000,"the","be","to","going","is","who"
245454,"night","the","of","middle","the","in"
243902,"in","be","to","going","you","are"
242647,"to","how","know","not","do","i"
242424,"and","morning","the","in","up","wake"
241379,"was","i","ago","years","few","a"
241379,"can","you","think","not","do","i"
241379,"able","be","to","love","would","i"
241379,"i","thing","good","a","is","it"
241379,"have","to","nice","be","would","it"
240000,"i","me","follow","please","you","can"
240000,"feel","i","how","know","not","do"
240000,"who","one","only","the","am","i"
240000,"see","would","i","thought","never","i"
240000,"new","a","for","time","is","it"
240000,"about","word","the","spreading","for","thanks"
240000,"with","do","to","want","i","what"
238095,"i","it","to","forward","looking","am"
238095,"have","to","love","would","i","and"
238095,"day","the","of","end","the","before"
238095,"it","what","know","even","not","do"
238095,"to","what","know","even","not","do"
238095,"have","i","time","long","a","for"
238095,"world","the","of","rest","the","from"
238095,"much","how","you","tell","cannot","i"
238095,"be","not","may","or","may","i"
238095,"a","share","to","like","would","i"
238095,"what","know","to","love","would","i"
238095,"be","to","like","really","would","i"
238095,"been","ever","have","i","think","not"
238095,"going","are","we","what","is","that"
238095,"of","florists","carolina","south","conway","the"
238095,"i","that","know","you","let","to"
238095,"i","day","good","a","was","today"
235294,"and","ago","months","of","couple","a"
235294,"and","again","and","again","and","again"
235294,"am","i","like","feel","i","and"
235294,"he","part","most","the","for","but"
235294,"it","like","not","do","i","but"
235294,"to","like","not","do","i","but"
235294,"week","this","of","end","the","by"
235294,"best","the","of","one","been","has"
235294,"this","you","met","just","i","hey"
235294,"at","us","join","can","you","hope"
235294,"have","to","happy","so","am","i"
235294,"see","to","happy","so","am","i"
235294,"it","on","working","still","am","i"
235294,"the","on","working","still","am","i"
235294,"could","i","think","not","did","i"
235294,"is","that","believe","not","do","i"
235294,"fun","of","lot","a","had","i"
235294,"them","check","to","have","will","i"
235294,"and","me","like","are","you","if"
235294,"much","so","be","to","going","is"
235294,"a","be","to","supposed","was","it"
235294,"me","for","time","is","it","now"
235294,"did","i","what","is","that","so"
235294,"i","weeks","of","couple","last","the"
235294,"if","like","be","would","it","what"
235294,"back","me","follow","please","you","will"
233333,"the","for","excited","so","am","i"
233333,"did","i","glad","so","am","i"
233333,"have","we","think","not","do","i"
233333,"able","be","to","going","was","i"
233333,"get","to","way","only","the","is"
233333,"favorites","time","all","my","of","one"
230769,"good","a","having","is","everyone","hope"
230769,"one","good","a","have","you","hope"
229729,"the","since","time","first","the","for"
228571,"what","know","even","not","do","i"
228571,"you","have","to","love","would","i"
228571,"follow","the","for","much","so","you"
227272,"weekend","great","a","had","you","hope"
227272,"be","to","enough","lucky","was","i"
227272,"th","the","of","top","the","in"
227272,"to","take","to","going","is","it"
227272,"from","hear","to","love","would","we"
227272,"your","hear","to","love","would","we"
225806,"moms","the","all","to","day","mothers"
225806,"am","i","wrong","me","get","not"
225000,"day","long","a","been","is","it"
224489,"i","ago","years","of","couple","a"
224489,"seeing","to","forward","looking","are","we"
224137,"i","like","feel","not","do","i"
224137,"a","have","to","going","are","we"
223880,"miss","to","want","not","do","you"
222222,"what","know","not","do","you","if"
222222,"who","one","only","the","not","am"
222222,"i","fact","of","matter","a","as"
222222,"back","get","to","time","is","it"
222222,"the","with","do","to","nothing","have"
222222,"a","make","to","going","am","i"
222222,"bed","to","go","to","need","i"
222222,"a","have","to","nice","is","it"
222222,"be","to","going","was","i","that"
222222,"i","that","with","up","is","what"
222222,"and","you","with","well","is","all"
222222,"the","in","be","to","going","are"
222222,"expect","to","what","know","not","did"
222222,"i","it","about","worry","not","do"
222222,"the","love","just","you","not","do"
222222,"i","that","glad","so","am","i"
222222,"you","that","glad","so","am","i"
222222,"home","go","to","wait","cannot","i"
222222,"about","way","same","the","feel","i"
222222,"alone","not","am","i","know","i"
222222,"not","am","i","that","know","i"
222222,"see","to","loved","have","would","i"
222222,"fun","of","lot","a","is","it"
222222,"got","have","i","all","is","that"
222222,"and","pan","the","of","bottom","the"
222222,"a","of","view","of","point","the"
222222,"a","between","difference","the","is","what"
220000,"a","be","to","have","not","do"
219178,"are","you","when","moment","awkward","that"
218750,"ago","half","a","and","year","a"
218750,"am","i","say","to","have","i"
218750,"be","to","going","am","i","if"
218181,"it","like","not","do","you","if"
217741,"day","the","of","rest","the","for"
217391,"the","of","fan","huge","a","am"
217391,"can","you","if","know","not","do"
217391,"our","to","out","came","who","everyone"
217391,"more","hear","to","wait","cannot","i"
217391,"thank","to","like","also","would","i"
217391,"about","is","it","what","know","not"
217391,"like","is","it","what","know","not"
217391,"a","it","have","you","there","so"
217391,"at","you","see","to","hope","we"
216867,"the","see","to","wait","not","ca"
216216,"time","great","a","having","are","you"
214285,"the","love","i","as","much","as"
214285,"do","to","time","have","not","do"
214285,"you","miss","to","going","am","i"
214285,"been","have","not","may","or","may"
214285,"am","i","much","so","you","thank"
212121,"can","i","if","know","not","do"
212121,"do","to","want","not","do","really"
210526,"how","know","not","do","i","but"
210526,"our","out","check","to","sure","be"
210526,"work","to","go","to","have","i"
210526,"the","to","going","are","we","and"
210526,"not","are","you","as","long","as"
210526,"i","sure","pretty","am","i","but"
210526,"it","sure","pretty","am","i","but"
210526,"and","out","day","and","in","day"
210526,"bad","a","had","never","have","i"
210526,"how","know","not","do","just","i"
210526,"and","morning","this","up","woke","i"
210526,"coming","time","long","a","been","is"
210526,"i","do","can","i","what","see"
210526,"why","know","not","do","i","so"
210526,"the","have","not","do","you","that"
210526,"the","that","doubt","no","is","there"
210526,"fun","of","lot","a","have","to"
210526,"any","need","you","if","know","us"
210526,"i","until","wait","to","have","will"
210526,"next","until","wait","to","have","will"
209302,"i","so","think","not","do","i"
208333,"i","time","same","the","at","but"
208333,"amp","class","yellow","scroll","repeat","none"
208333,"i","life","your","of","rest","the"
208333,"if","prison","in","years","to","up"
206896,"the","of","fan","a","am","i"
206896,"people","why","understand","not","do","i"
206896,"with","share","would","i","thought","i"
206896,"i","me","to","world","the","mean"
206896,"a","be","to","going","is","that"
206896,"not","am","i","that","fact","the"
205882,"in","was","i","like","felt","i"
205128,"be","to","going","are","you","if"
203125,"that","one","only","the","i","am"
201754,"need","you","if","know","me","let"
2e+05,"get","to","trying","been","have","i"
2e+05,"when","know","you","let","will","i"
2e+05,"get","to","time","is","it","now"
2e+05,"i","is","say","can","i","all"
2e+05,"see","to","wait","cannot","i","and"
2e+05,"be","will","i","sure","am","i"
2e+05,"be","to","like","not","do","i"
2e+05,"most","the","of","one","is","he"
2e+05,"can","we","think","not","do","i"
2e+05,"the","and","follow","the","for","thanks"
2e+05,"say","would","i","thought","never","i"
2e+05,"we","since","while","a","been","is"
2e+05,"things","those","of","one","is","it"
2e+05,"i","years","few","past","the","over"
2e+05,"at","time","great","a","had","we"
2e+05,"to","what","know","not","do","you"
2e+05,"next","the","to","forward","looking","am"
2e+05,"i","say","to","have","i","and"
2e+05,"a","you","send","will","i","and"
2e+05,"am","i","what","is","that","and"
2e+05,"did","i","what","is","that","and"
2e+05,"not","is","it","as","long","as"
2e+05,"week","great","a","having","is","everyone"
2e+05,"wait","to","have","will","i","guess"
2e+05,"is","who","one","the","is","he"
2e+05,"time","good","a","had","you","hope"
2e+05,"get","to","trying","not","am","i"
2e+05,"with","do","would","i","what","know"
2e+05,"a","is","hand","other","the","on"
2e+05,"and","italy","in","people","italian","the"
2e+05,"for","day","last","the","is","today"
2e+05,"of","day","last","the","is","today"
2e+05,"we","when","know","you","let","will"
195652,"be","to","excited","so","am","i"
195121,"follow","the","for","much","so","thanks"
195121,"rt","the","for","much","so","thanks"
195121,"out","miss","to","want","not","do"
194444,"the","fact","of","matter","a","as"
194444,"a","be","to","have","not","does"
193548,"all","to","you","thank","big","a"
193548,"everyone","to","you","thank","big","a"
193548,"the","have","not","do","i","but"
193548,"love","i","wrong","me","get","not"
193548,"reasons","the","of","one","is","that"
192771,"have","who","you","of","those","for"
192307,"i","while","a","in","once","every"
192307,"doing","about","thinking","been","have","i"
192307,"long","how","idea","no","have","i"
192307,"thinks","who","one","only","the","i"
191489,"things","important","most","the","of","one"
191176,"fun","be","would","it","thought","i"
190476,"see","to","love","would","i","and"
190476,"i","the","what","know","not","do"
190476,"much","be","to","seem","not","does"
190476,"send","can","i","so","me","follow"
190476,"was","i","time","long","a","for"
190476,"to","us","of","rest","the","for"
190476,"fact","the","with","do","to","has"
190476,"i","sleep","to","going","am","i"
190476,"now","sleep","to","going","am","i"
190476,"the","for","ready","so","am","i"
190476,"many","how","you","tell","cannot","i"
190476,"luxury","the","have","not","did","i"
190476,"country","the","of","parts","other","in"
190476,"the","that","me","to","seems","it"
190476,"has","who","one","only","the","not"
190476,"what","out","figure","to","trying","still"
190476,"year","the","of","half","second","the"
190476,"be","to","have","not","do","they"
188679,"and","try","to","going","am","i"
187500,"a","be","to","going","is","he"
187500,"it","if","care","not","do","i"
187500,"been","have","could","i","wish","i"
187500,"moms","the","all","to","day","is"
187500,"myself","with","do","to","what","know"
187500,"to","came","who","everyone","to","thanks"
185185,"was","it","if","know","not","do"
185185,"i","that","fact","the","to","due"
185185,"store","the","to","go","to","have"
185185,"it","make","to","going","am","i"
185185,"it","know","even","not","did","i"
185185,"interesting","an","be","to","going","is"
185185,"it","that","statement","a","in","said"
185185,"the","that","statement","a","in","said"
185185,"rest","the","of","day","first","the"
185185,"while","a","in","time","first","the"
185185,"the","do","to","able","be","to"
185185,"i","same","the","be","never","will"
184210,"the","to","go","to","have","i"
184210,"th","the","of","bottom","the","in"
183333,"it","do","to","going","am","i"
183098,"most","the","of","one","is","it"
181818,"something","like","not","do","you","if"
181818,"talking","am","i","what","is","that"
181818,"head","the","of","back","the","in"
181818,"lot","a","have","not","did","i"
181818,"times","those","of","one","is","this"
181818,"about","say","to","have","i","all"
181818,"a","as","time","same","the","at"
181818,"anything","is","there","think","not","do"
181818,"it","and","time","long","a","for"
181818,"weekend","great","a","has","everyone","hope"
181818,"was","it","sure","pretty","am","i"
181818,"happy","be","to","want","just","i"
181818,"help","to","able","be","might","i"
181818,"years","of","couple","next","the","in"
181818,"start","to","place","great","a","is"
181818,"night","good","a","be","gonna","is"
181818,"the","of","all","to","you","thank"
181818,"lost","the","for","up","make","to"
181818,"had","i","time","first","the","was"
180327,"most","the","of","one","is","this"
179487,"i","work","great","the","up","keep"
178571,"i","that","sure","pretty","am","i"
178571,"the","of","fan","big","a","not"
178571,"i","week","the","of","end","the"
177777,"be","to","need","not","do","you"
176470,"it","think","not","do","i","but"
176470,"of","all","to","day","is","mother"
173913,"i","how","sure","not","am","i"
173913,"see","to","excited","so","am","i"
173913,"a","be","to","going","not","is"
173913,"see","to","going","are","i","and"
173913,"for","do","to","going","you","are"
173913,"the","know","i","as","far","as"
173913,"have","you","if","know","not","do"
173913,"support","to","out","came","who","everyone"
173913,"do","to","want","not","did","he"
173913,"first","the","of","one","was","he"
173913,"easter","great","a","had","everyone","hope"
173913,"get","to","trying","just","am","i"
173913,"new","the","for","wait","cannot","i"
173913,"season","the","for","wait","cannot","i"
173913,"about","hear","to","wait","cannot","i"
173913,"it","hear","to","wait","cannot","i"
173913,"had","you","know","not","did","i"
173913,"i","it","get","not","do","i"
173913,"making","fun","much","so","had","i"
173913,"a","as","same","the","not","is"
173913,"for","late","too","not","is","it"
173913,"a","need","you","if","know","me"
173913,"but","is","it","what","know","not"
173913,"i","me","following","for","you","thank"
173913,"and","bed","of","out","get","to"
173913,"i","think","you","what","know","us"
173913,"of","think","you","what","know","us"
173076,"get","to","way","great","a","is"
172413,"a","have","not","do","i","and"
172413,"i","mean","not","does","that","but"
172413,"any","see","to","want","not","do"
172413,"sleep","is","do","to","want","i"
172413,"the","to","go","to","want","i"
172413,"a","do","to","going","was","i"
172413,"a","be","to","love","would","i"
172413,"share","would","i","thought","i","so"
171428,"how","know","even","not","do","i"
171428,"wow","is","say","can","i","all"
171428,"you","what","care","not","do","i"
171428,"i","about","talking","am","i","what"
170731,"this","miss","to","want","not","do"
169491,"the","with","do","to","nothing","has"
168539,"to","what","know","not","do","i"
166666,"what","see","to","wait","cannot","i"
166666,"the","with","love","in","am","i"
166666,"good","a","have","you","hope","i"
166666,"happen","to","going","not","is","it"
166666,"a","get","to","trying","am","i"
166666,"great","a","be","gonna","is","it"
166666,"long","a","of","end","the","at"
