"freq","word5","word4","word3","word2","word1"
121212,"single","other","any","than","more"
121212,"have","will","i","time","next"
121212,"are","you","what","me","tell"
121212,"said","i","right","is","that"
121212,"us","makes","what","is","that"
121212,"you","makes","what","is","that"
121212,"i","great","be","would","that"
121212,"and","months","few","past","the"
121212,"and","us","of","two","the"
121212,"way","better","a","be","to"
121212,"the","with","up","catch","to"
121212,"announce","to","happy","are","we"
121212,"be","to","happy","are","we"
121212,"the","in","be","will","we"
121212,"have","not","do","you","what"
121212,"know","not","do","you","what"
121212,"see","to","nice","be","would"
121212,"who","know","to","love","would"
121212,"make","to","how","know","you"
121212,"use","to","how","know","you"
121212,"chance","a","get","will","you"
121212,"free","a","get","will","you"
120879,"need","not","do","you","that"
120689,"and","fun","of","lot","a"
120689,"you","glad","so","am","i"
120689,"in","be","will","i","but"
120689,"of","half","a","and","hour"
120689,"say","people","when","hate","i"
120689,"more","bit","little","a","just"
120689,"i","basis","daily","a","on"
120689,"on","us","following","for","thanks"
120689,"need","even","not","do","you"
120481,"be","to","going","was","he"
120481,"see","to","like","would","we"
120000,"how","matter","not","does","it"
120000,"be","to","happy","am","i"
120000,"of","think","you","what","know"
120000,"good","a","was","it","but"
120000,"i","that","mean","not","does"
120000,"the","that","mean","not","does"
120000,"not","is","it","though","even"
120000,"i","and","while","a","for"
120000,"awesome","an","be","to","going"
120000,"interesting","an","be","to","going"
120000,"the","with","deal","to","have"
120000,"mission","a","on","am","i"
120000,"a","get","can","i","so"
120000,"he","what","exactly","is","that"
120000,"all","thank","to","like","would"
120000,"the","thank","to","like","would"
120000,"at","be","to","going","you"
119718,"way","great","a","is","it"
119565,"i","best","the","are","you"
119453,"to","like","not","do","i"
119402,"get","to","able","been","not"
119402,"have","i","life","my","of"
119205,"get","to","time","is","it"
119205,"the","of","midst","the","in"
119170,"you","if","know","not","do"
119047,"at","you","seeing","to","forward"
119047,"the","of","help","the","with"
119047,"for","you","thank","big","a"
119047,"the","that","fact","the","by"
119047,"had","have","i","time","first"
119047,"seen","have","i","time","first"
119047,"all","of","love","the","for"
119047,"the","of","love","the","for"
119047,"i","it","hear","to","glad"
119047,"being","of","pleasure","the","had"
119047,"payphone","a","at","am","i"
119047,"do","to","had","i","if"
119047,"way","the","just","is","it"
119047,"know","not","do","i","lol"
119047,"it","hear","to","wait","not"
119047,"any","see","to","want","not"
119047,"good","a","be","will","this"
119047,"great","a","be","will","this"
119047,"how","mean","you","do","what"
119047,"relationship","a","in","are","you"
118918,"hear","to","love","would","we"
118811,"i","what","know","not","do"
118644,"miss","and","you","love","i"
118644,"your","and","you","love","i"
118644,"going","is","he","think","i"
118644,"have","to","better","is","it"
118644,"i","what","know","to","want"
118644,"i","welcome","very","are","you"
118421,"have","i","life","my","in"
118279,"want","really","not","do","i"
117647,"best","the","of","one","as"
117647,"a","of","side","the","on"
117647,"with","fun","much","so","had"
117647,"get","to","have","i","now"
117647,"happen","to","going","not","was"
117647,"but","times","of","couple","a"
117647,"i","time","long","very","a"
117647,"the","forget","not","do","and"
117647,"about","hear","to","wait","cannot"
117647,"all","hear","to","wait","cannot"
117647,"what","hear","to","wait","cannot"
117647,"i","what","know","you","do"
117647,"it","what","know","you","do"
117647,"get","might","i","think","i"
117647,"and","room","living","the","in"
117647,"it","say","just","is","let"
117647,"do","i","thing","first","the"
117647,"days","those","of","one","was"
117647,"be","to","want","you","what"
117647,"see","to","want","you","what"
117647,"friends","of","group","small","a"
117647,"say","to","going","just","am"
117647,"my","of","one","least","at"
117647,"best","the","of","some","at"
117647,"i","store","grocery","the","at"
117647,"all","to","luck","of","best"
117647,"is","that","think","i","but"
117647,"me","about","forget","not","do"
117647,"that","years","few","a","for"
117647,"hard","your","of","all","for"
117647,"i","weekend","great","a","had"
117647,"blog","a","have","to","have"
117647,"choice","a","make","to","have"
117647,"see","go","gonna","am","i"
117647,"i","it","believe","cannot","i"
117647,"enjoy","will","you","think","i"
117647,"like","will","you","think","i"
117647,"see","will","you","think","i"
117647,"surprised","bit","a","was","i"
117647,"go","to","supposed","was","i"
117647,"the","than","important","more","is"
117647,"worry","to","need","no","is"
117647,"the","that","true","is","it"
117647,"have","you","case","in","just"
117647,"human","are","you","if","me"
117647,"movie","favorite","time","all","my"
117647,"did","i","what","matter","no"
117647,"will","i","what","matter","no"
117647,"go","to","want","i","now"
117647,"see","to","want","i","now"
117647,"doubt","no","is","there","said"
117647,"too","you","love","i","say"
117647,"we","things","the","of","some"
117647,"sept","the","of","anniversary","th"
117647,"titanic","the","of","anniversary","th"
117647,"be","to","needed","i","that"
117647,"use","to","needed","i","that"
117647,"part","best","the","is","that"
117647,"way","best","the","is","that"
117647,"see","you","when","moment","that"
117647,"new","a","of","beginning","the"
117647,"life","my","of","end","the"
117647,"can","that","thing","one","the"
117647,"soon","back","be","will","we"
117647,"and","be","it","would","what"
117647,"the","to","out","came","who"
117647,"how","know","not","do","who"
117647,"i","know","not","do","who"
117647,"the","in","back","be","will"
117647,"have","mention","the","for","you"
117647,"on","see","to","like","you"
117647,"the","see","to","like","you"
117647,"show","the","of","think","you"
117647,"to","get","to","want","you"
117370,"it","think","not","do","i"
117241,"out","get","to","need","i"
117021,"and","time","long","a","for"
116959,"the","to","forward","looking","am"
116883,"to","do","to","have","i"
116883,"hours","of","couple","a","in"
116883,"let","to","sure","be","will"
116666,"can","you","sure","am","i"
116666,"something","do","to","wanted","i"
116666,"for","way","great","a","is"
116666,"have","can","i","that","so"
116666,"is","what","see","to","wait"
116279,"be","to","excited","am","i"
116279,"too","you","meet","to","nice"
116279,"or","wine","of","glass","a"
116279,"worth","be","will","it","but"
116279,"left","we","time","the","by"
116279,"i","it","liked","you","glad"
116279,"was","i","say","to","have"
116279,"something","for","looking","was","i"
116279,"and","you","of","front","in"
116279,"i","and","life","my","in"
116279,"that","and","life","my","in"
116279,"the","be","to","had","it"
116279,"bit","little","a","was","it"
116279,"my","of","couple","a","with"
116071,"the","see","to","like","would"
115942,"know","not","do","i","no"
115839,"good","a","be","to","going"
115789,"how","understand","not","do","i"
115740,"soon","you","see","to","hope"
115702,"the","that","know","you","did"
115702,"in","you","see","to","wait"
115577,"seen","not","have","you","if"
115577,"with","on","going","is","what"
115384,"the","that","sure","make","to"
115384,"we","that","sure","make","to"
115384,"things","few","a","are","there"
115384,"me","with","wrong","is","what"
115384,"a","with","up","came","i"
115384,"and","are","you","who","know"
115384,"a","is","it","now","right"
115384,"has","that","one","only","the"
115384,"holy","the","of","power","the"
115384,"some","on","up","catch","to"
115384,"come","you","what","see","to"
115384,"create","you","what","see","to"
115384,"that","day","the","is","today"
115384,"those","of","one","are","you"
115384,"entered","who","everyone","to","you"
114942,"be","wanna","not","do","i"
114942,"a","see","to","want","i"
114942,"case","the","not","is","this"
114942,"most","the","of","one","to"
114754,"my","for","thankful","am","i"
114754,"but","wrong","me","get","not"
114754,"long","a","of","end","the"
114754,"in","you","see","will","we"
114754,"soon","you","see","will","we"
114754,"there","you","see","will","we"
114754,"get","to","going","re","you"
114285,"nice","be","would","it","thought"
114285,"it","do","to","able","be"
114285,"this","do","to","able","be"
114285,"to","have","i","like","feel"
114285,"could","i","like","felt","i"
114285,"my","kid","a","was","i"
114285,"see","will","i","sure","am"
114285,"my","of","couple","a","are"
114285,"time","in","point","this","at"
114285,"sure","not","am","i","because"
114285,"the","have","even","not","do"
114285,"are","we","think","not","do"
114285,"thanks","tweets","your","to","forward"
114285,"deciding","time","hard","a","had"
114285,"he","what","idea","no","had"
114285,"to","what","idea","no","had"
114285,"have","i","you","are","how"
114285,"little","a","still","am","i"
114285,"little","a","get","can","i"
114285,"anything","of","think","cannot","i"
114285,"needed","i","that","decided","i"
114285,"it","take","to","decided","i"
114285,"opportunity","the","had","have","i"
114285,"are","all","you","hope","i"
114285,"will","all","you","hope","i"
114285,"be","well","as","might","i"
114285,"that","say","to","want","i"
114285,"back","go","to","wanted","i"
114285,"but","go","to","wanted","i"
114285,"it","to","get","will","i"
114285,"that","to","get","will","i"
114285,"i","year","last","the","in"
114285,"with","year","last","the","in"
114285,"for","day","beautiful","a","is"
114285,"to","day","beautiful","a","is"
114285,"not","are","they","that","is"
114285,"my","of","story","the","is"
114285,"my","of","me","reminds","it"
114285,"surprise","nice","a","was","it"
114285,"night","my","make","would","it"
114285,"faves","time","all","my","of"
114285,"i","and","day","the","of"
114285,"am","i","year","the","of"
114285,"i","blue","the","of","out"
114285,"like","not","is","it","said"
114285,"the","years","three","past","the"
114285,"i","much","not","is","there"
114285,"a","share","would","i","thought"
114285,"it","share","would","i","thought"
114285,"i","happen","it","make","to"
114285,"the","time","last","the","was"
114285,"know","to","need","you","what"
114285,"baby","a","was","he","when"
114285,"with","morning","this","up","woke"
114285,"good","a","such","are","you"
114285,"mention","ff","the","for","you"
114285,"be","to","got","ve","you"
114285,"do","to","got","ve","you"
114093,"your","when","moment","awkward","that"
114035,"think","not","do","i","so"
113924,"years","few","next","the","in"
113924,"i","me","following","for","thanks"
113744,"rt","the","for","you","thank"
113636,"can","i","sure","not","am"
113636,"would","i","sure","not","am"
113636,"most","the","of","some","and"
113636,"going","was","i","like","felt"
113636,"bet","to","willing","am","i"
113636,"my","find","not","could","i"
113636,"the","find","not","could","i"
113636,"some","take","to","going","is"
113636,"to","take","to","going","is"
113636,"that","say","to","wanted","just"
113636,"help","need","you","if","know"
113636,"i","mean","i","what","know"
113636,"day","the","to","forward","look"
113636,"have","not","did","he","that"
113636,"want","not","did","he","that"
113636,"be","to","wanted","i","that"
113636,"make","to","wanted","i","that"
113636,"the","like","nothing","is","there"
113636,"be","to","going","were","they"
113636,"you","with","time","spend","to"
113636,"in","point","the","is","what"
113402,"world","the","of","side","other"
113207,"blast","a","had","i","and"
113207,"my","of","proud","am","i"
113207,"understand","not","do","still","i"
113207,"have","to","great","is","it"
113207,"good","very","a","was","it"
113207,"more","no","be","will","there"
113207,"it","say","i","can","what"
113175,"i","time","same","the","at"
113043,"is","what","idea","no","have"
112903,"know","not","do","really","i"
112903,"like","not","do","really","i"
112903,"enjoy","will","you","hope","i"
112903,"join","will","you","hope","i"
112903,"i","when","it","love","i"
112903,"get","not","did","you","if"
112903,"and","is","it","what","is"
112903,"want","not","do","i","me"
112903,"that","time","first","the","was"
112676,"house","the","of","out","get"
112676,"surprised","be","not","would","i"
112676,"the","in","interested","are","you"
112500,"liked","you","glad","am","i"
112500,"be","to","nice","is","it"
112244,"it","like","feel","not","do"
112000,"that","way","no","is","there"
111922,"how","sure","not","am","i"
111764,"a","of","bit","little","a"
111702,"i","time","long","a","for"
111561,"like","not","do","you","if"
111111,"a","get","not","did","i"
111111,"from","see","can","you","as"
111111,"will","it","think","not","do"
111111,"much","had","not","have","i"
111111,"i","you","tell","me","let"
111111,"to","first","the","of","one"
111111,"the","had","ever","have","i"
111111,"long","be","not","will","it"
111111,"the","be","not","will","it"
111111,"most","the","of","one","of"
111111,"and","night","the","of","middle"
111111,"that","you","of","all","to"
111111,"i","work","good","the","up"
111111,"get","to","going","were","we"
111111,"and","ago","time","long","a"
111111,"the","of","front","in","right"
111111,"want","you","what","is","that"
111111,"years","of","couple","next","the"
111111,"i","weeks","few","next","the"
111111,"the","what","out","find","to"
111111,"and","work","to","go","to"
111111,"a","get","to","way","a"
111111,"it","get","to","way","a"
111111,"a","start","to","going","am"
111111,"the","that","think","i","and"
111111,"little","a","just","am","i"
111111,"will","there","sure","am","i"
111111,"would","they","sure","am","i"
111111,"well","do","not","do","i"
111111,"last","dream","a","had","i"
111111,"on","work","to","have","i"
111111,"today","work","to","have","i"
111111,"with","work","to","have","i"
111111,"what","about","thinking","was","i"
111111,"a","of","center","the","in"
111111,"have","to","like","is","it"
111111,"the","for","time","was","it"
111111,"we","how","know","me","let"
111111,"decision","a","make","to","need"
111111,"people","of","thousands","of","tens"
111111,"get","to","me","for","time"
111111,"same","the","on","are","we"
111111,"make","to","wanted","i","and"
111111,"most","the","is","it","and"
111111,"one","the","is","it","and"
111111,"it","what","know","you","and"
111111,"and","minute","last","the","at"
111111,"i","day","great","a","be"
111111,"huge","a","am","i","but"
111111,"the","not","are","they","but"
111111,"door","the","let","not","do"
111111,"are","you","think","not","do"
111111,"years","few","next","the","for"
111111,"to","mayo","de","cinco","happy"
111111,"a","of","kind","am","i"
111111,"ahead","go","to","decided","i"
111111,"have","really","not","did","i"
111111,"know","really","not","did","i"
111111,"have","not","did","just","i"
111111,"know","not","did","just","i"
111111,"think","not","did","just","i"
111111,"again","it","do","will","i"
111111,"holidays","the","for","time","in"
111111,"them","of","one","just","is"
111111,"meeting","to","forward","looking","is"
111111,"the","not","am","i","know"
111111,"more","hearing","to","forward","looking"
111111,"your","hearing","to","forward","looking"
111111,"good","a","is","that","now"
111111,"the","and","season","the","of"
111111,"days","worst","the","of","one"
111111,"able","been","have","i","since"
111111,"my","of","lot","a","that"
111111,"have","not","does","he","that"
111111,"with","case","the","is","that"
111111,"be","to","need","we","that"
111111,"do","to","nothing","is","there"
111111,"school","for","ready","get","to"
111111,"is","do","to","have","we"
111111,"i","doing","was","i","what"
111111,"other","of","bunch","a","with"
110787,"want","not","do","i","but"
110344,"my","get","to","need","i"
110236,"to","get","not","do","i"
110236,"how","idea","no","had","i"
110091,"about","hear","to","love","would"
109890,"am","i","think","not","do"
109890,"to","sorry","so","am","i"
109890,"want","not","do","you","that"
109890,"something","like","not","do","you"
109756,"up","be","to","have","i"
109756,"was","i","time","last","the"
109589,"when","it","like","not","do"
109589,"and","out","it","check","to"
109589,"i","out","it","check","to"
109375,"the","have","not","did","i"
109375,"was","what","know","not","did"
109375,"happen","to","going","is","that"
109375,"being","of","point","the","to"
109375,"to","get","not","do","you"
109243,"know","not","did","i","that"
109090,"so","been","never","have","i"
109090,"to","do","to","have","you"
109090,"start","to","place","great","a"
109090,"there","sure","am","i","and"
109090,"and","ago","weeks","of","couple"
109090,"and","weeks","few","a","in"
109090,"thing","of","kind","the","is"
109090,"top","the","to","it","made"
109090,"we","much","how","matter","no"
109090,"the","to","forward","look","to"
108910,"back","be","will","i","and"
108910,"jesus","of","name","the","in"
108695,"get","not","do","i","if"
108695,"time","of","deal","great","a"
108695,"love","i","follow","the","for"
108695,"problem","the","of","part","are"
108695,"can","we","as","soon","as"
108695,"need","not","do","you","but"
108695,"want","not","do","you","but"
108695,"a","until","or","minutes","for"
108695,"most","the","of","one","for"
108695,"that","realize","not","did","i"
108695,"you","realize","not","did","i"
108695,"have","i","meantime","the","in"
108695,"will","i","meantime","the","in"
108695,"a","not","was","it","that"
108695,"of","years","two","last","the"
108695,"be","to","excited","are","we"
108695,"careful","be","to","need","we"
108695,"i","go","to","want","you"
108433,"i","things","of","lot","a"
108345,"since","time","first","the","for"
108108,"see","to","like","would","you"
108108,"and","ago","years","few","a"
108108,"i","year","the","of","end"
108108,"just","am","i","guess","i"
108108,"not","am","i","guess","i"
108108,"have","not","does","it","and"
108108,"been","not","have","i","but"
108108,"heard","not","have","i","but"
108108,"i","but","know","not","do"
108108,"it","but","know","not","do"
108108,"i","now","while","a","for"
108108,"here","you","see","to","glad"
108108,"little","a","take","to","going"
108108,"i","until","wait","to","have"
108108,"the","until","wait","to","have"
108108,"a","get","i","do","how"
108108,"my","get","i","do","how"
108108,"will","it","like","feel","i"
108108,"anything","done","not","have","i"
108108,"so","done","not","have","i"
108108,"my","have","to","want","i"
108108,"something","make","to","wanted","i"
108108,"picture","a","take","will","i"
108108,"make","to","position","a","in"
108108,"i","one","only","the","is"
108108,"to","go","to","way","long"
108108,"again","you","see","to","love"
108108,"there","you","see","to","love"
108108,"on","you","see","to","nice"
108108,"going","am","i","course","of"
108108,"think","i","time","the","of"
108108,"more","for","lookout","the","on"
108108,"it","what","not","is","that"
108108,"i","follow","the","for","thx"
108108,"a","day","the","of","tip"
108108,"forth","and","back","go","to"
108108,"for","prison","in","years","to"
108108,"about","know","to","want","you"
108108,"more","know","to","want","you"
108108,"the","know","to","want","you"
107692,"you","with","love","in","fall"
107692,"feel","to","starting","am","i"
107692,"the","of","fan","a","not"
107692,"hand","my","of","back","the"
107692,"do","i","why","is","this"
107526,"realize","you","when","moment","awkward"
107526,"a","be","to","supposed","is"
107438,"what","is","that","think","i"
107438,"a","be","to","going","not"
107142,"work","to","way","the","on"
107142,"a","see","to","like","would"
107142,"lot","a","is","there","and"
107142,"get","to","way","good","a"
107142,"you","if","sure","not","am"
107142,"new","the","for","wait","cannot"
107142,"next","the","for","wait","cannot"
107142,"good","a","has","everyone","hope"
107142,"it","do","to","had","i"
107142,"and","lot","parking","the","in"
107142,"an","as","thing","such","no"
107055,"i","sure","not","am","i"
106741,"get","to","able","was","i"
106666,"great","a","be","would","it"
106666,"done","be","to","has","it"
106666,"i","think","you","what","know"
106382,"i","part","most","the","for"
106382,"it","but","time","the","all"
106382,"and","words","kind","the","for"
106382,"going","was","it","knew","i"
106382,"i","me","ask","you","if"
106382,"a","of","bottom","the","in"
106382,"a","get","to","going","is"
106382,"as","day","same","the","on"
106382,"know","not","do","we","that"
106382,"nfl","the","in","play","to"
106060,"know","not","did","i","but"
106060,"at","you","meet","to","great"
106060,"the","to","off","am","i"
106060,"the","you","give","will","i"
105882,"like","not","do","i","because"
105882,"long","a","be","gonna","is"
105882,"want","not","do","i","it"
105882,"my","of","one","be","to"
105882,"those","of","one","be","to"
105769,"be","to","going","am","i"
105769,"you","seen","not","have","i"
105263,"year","the","of","beginning","the"
105263,"best","the","of","one","and"
105263,"good","a","is","it","think"
105263,"a","are","you","if","and"
105263,"it","get","to","wait","cannot"
105263,"he","report","this","to","contributed"
105263,"the","mind","not","do","i"
105263,"be","would","i","think","i"
105263,"have","would","i","think","i"
105263,"the","to","up","is","it"
105263,"next","the","for","wait","not"
105263,"for","you","thank","you","thank"
105263,"feel","not","do","i","when"
105263,"for","wait","to","have","will"
105263,"a","been","have","not","would"
105263,"possible","been","have","not","would"
105263,"were","them","of","lot","a"
105263,"me","from","street","the","across"
105263,"a","not","is","that","and"
105263,"i","me","kidding","you","are"
105263,"month","a","once","least","at"
105263,"do","to","need","i","do"
105263,"with","thing","same","the","do"
105263,"i","twitter","on","me","follow"
105263,"and","try","a","it","give"
105263,"at","not","am","i","glad"
105263,"being","of","sick","am","i"
105263,"hearing","of","sick","am","i"
105263,"the","of","sick","am","i"
105263,"a","wanted","always","have","i"
105263,"a","is","that","know","i"
105263,"what","is","that","know","i"
105263,"ready","get","to","time","is"
105263,"the","get","to","time","is"
105263,"difference","the","like","is","it"
105263,"that","do","to","how","know"
105263,"this","do","to","how","know"
105263,"get","you","when","know","me"
105263,"home","get","to","wait","not"
105263,"out","get","to","wait","not"
105263,"they","that","fact","the","of"
105263,"are","who","people","the","of"
105263,"the","heat","high","medium","over"
105263,"and","face","my","on","smile"
105263,"be","to","have","i","so"
105263,"kind","your","for","much","so"
105263,"alive","one","no","is","there"
105263,"size","one","no","is","there"
105263,"the","it","have","you","there"
105263,"be","to","need","i","think"
105263,"get","to","need","i","think"
105263,"the","as","it","of","think"
105263,"first","the","be","will","this"
105263,"year","the","be","will","this"
105263,"not","is","it","me","to"
105263,"fuss","the","what","see","to"
105263,"time","a","in","live","we"
105263,"world","a","in","live","we"
105263,"like","not","do","i","why"
105263,"help","to","happy","be","would"
104838,"care","not","do","really","i"
104838,"think","not","do","really","i"
104761,"i","time","to","time","from"
104761,"be","to","ready","am","i"
104651,"get","i","time","the","by"
104651,"my","with","do","to","what"
104651,"myself","with","do","to","what"
104602,"i","how","know","not","do"
104477,"it","as","long","as","for"
104477,"find","to","able","been","not"
104417,"that","know","not","did","i"
104347,"have","you","if","know","me"
104166,"it","of","part","a","be"
104166,"and","world","the","over","all"
104166,"was","i","time","long","a"
104166,"it","week","the","of","day"
104166,"but","so","think","not","do"
104166,"and","thing","right","the","do"
104166,"be","to","hoping","am","i"
104166,"a","really","not","am","i"
104166,"would","he","sure","am","i"
104166,"say","to","got","have","i"
104166,"a","is","it","hope","i"
104166,"miami","is","it","hope","i"
104166,"the","is","it","hope","i"
104166,"good","a","is","it","if"
104166,"the","that","out","turns","it"
104166,"very","a","is","it","said"
104166,"last","the","is","this","that"
104166,"long","a","been","has","this"
104166,"lot","a","got","have","we"
104166,"the","to","came","it","when"
103896,"am","i","all","is","that"
103896,"can","i","all","is","that"
103773,"soon","back","be","will","i"
103703,"love","ff","the","for","thanks"
103703,"the","have","not","do","we"
103448,"a","get","to","need","i"
103448,"a","with","love","in","fell"
103448,"so","so","you","love","i"
103448,"the","see","to","want","i"
103448,"best","the","of","one","to"
103448,"am","i","what","is","here"
103448,"in","be","gonna","am","i"
103448,"and","world","the","of","rest"
103448,"it","with","do","to","something"
103448,"we","us","following","for","thanks"
103448,"only","the","not","is","that"
103448,"point","the","not","is","that"
103448,"way","the","not","is","that"
103092,"get","to","try","will","i"
102941,"him","of","proud","so","am"
102941,"lot","a","have","i","that"
102941,"single","a","not","is","there"
102803,"do","to","want","really","i"
102803,"one","good","a","is","that"
102678,"the","see","to","wait","cannot"
102564,"in","see","can","you","as"
102564,"will","i","think","i","but"
102564,"bit","a","be","to","seems"
102564,"part","a","be","to","want"
102564,"know","to","first","the","be"
102564,"the","that","know","i","but"
102564,"too","not","was","i","but"
102564,"reason","a","need","not","do"
102564,"the","why","understand","not","do"
102564,"hope","we","follow","the","for"
102564,"appreciate","i","rt","the","for"
102564,"i","bed","of","out","get"
102564,"on","go","to","ready","getting"
102564,"i","sleep","to","back","go"
102564,"if","know","you","do","how"
102564,"ready","not","just","am","i"
102564,"it","heard","ever","have","i"
102564,"a","is","she","think","i"
102564,"i","that","say","would","i"
102564,"a","be","to","order","in"
102564,"if","corner","the","around","just"
102564,"a","be","to","seem","not"
102564,"much","be","to","seem","not"
102564,"call","to","free","feel","please"
102564,"share","to","free","feel","please"
102564,"be","can","we","that","so"
102564,"get","can","we","that","so"
102564,"and","love","the","for","thanks"
102564,"game","the","in","best","the"
102564,"league","the","in","best","the"
102564,"he","that","time","first","the"
102564,"environmental","of","department","state","the"
102564,"good","a","was","it","thought"
102564,"it","of","bottom","the","to"
102564,"a","get","to","try","to"
102564,"are","you","what","know","us"
102564,"thought","you","what","know","us"
102564,"make","to","have","just","will"
102564,"on","posted","you","keep","will"
102564,"the","about","talking","are","you"
102564,"did","i","welcome","are","you"
102362,"that","idea","no","had","i"
102325,"be","to","want","just","i"
102272,"to","get","to","able","be"
102272,"that","one","only","the","not"
102272,"week","this","of","end","the"
102272,"today","you","with","share","to"
102040,"doing","like","feel","not","do"
102040,"you","to","day","mothers","happy"
102040,"go","to","want","me","makes"
102040,"but","while","a","in","once"
102040,"all","you","hope","i","and"
102040,"have","you","hope","i","and"
102040,"they","what","care","not","do"
102040,"me","with","touch","in","get"
102040,"too","you","see","to","good"
102040,"the","that","say","to","have"
102040,"feel","but","help","cannot","i"
102040,"that","do","not","did","i"
102040,"the","do","not","did","i"
102040,"be","to","nice","was","it"
102040,"enough","have","not","did","we"
101694,"it","admit","to","have","i"
101694,"all","head","my","in","stuck"
101694,"for","head","my","in","stuck"
101694,"i","head","my","in","stuck"
101694,"year","the","of","course","the"
101449,"what","remember","not","do","i"
101449,"we","like","not","is","it"
101265,"the","where","point","the","to"
101010,"want","not","do","i","that"
100917,"even","not","is","it","and"
100671,"be","to","going","was","i"
1e+05,"get","to","wait","cannot","i"
1e+05,"big","a","not","am","i"
1e+05,"one","good","a","is","it"
1e+05,"the","had","i","wish","i"
1e+05,"week","great","a","have","you"
1e+05,"do","to","able","been","have"
1e+05,"but","work","of","lot","a"
1e+05,"know","to","nice","is","it"
1e+05,"house","the","in","be","will"
1e+05,"time","is","it","know","you"
1e+05,"will","i","think","i","and"
1e+05,"started","me","get","not","do"
1e+05,"not","have","i","like","feel"
1e+05,"cannot","i","reason","some","for"
1e+05,"and","direction","right","the","in"
1e+05,"room","the","of","front","the"
1e+05,"night","great","a","be","to"
1e+05,"my","do","to","going","am"
1e+05,"he","why","is","that","and"
1e+05,"of","year","a","than","more"
1e+05,"it","to","forward","looking","really"
1e+05,"the","to","forward","looking","really"
1e+05,"this","to","forward","looking","really"
1e+05,"a","make","to","able","be"
1e+05,"it","see","to","wait","cant"
1e+05,"the","see","to","wait","cant"
1e+05,"they","that","mean","not","does"
1e+05,"the","to","listening","am","i"
1e+05,"roll","a","on","am","i"
1e+05,"do","to","wanted","really","i"
1e+05,"my","being","for","you","thank"
1e+05,"happened","what","exactly","is","that"
1e+05,"have","not","do","who","those"
1e+05,"relationship","a","in","be","to"
1e+05,"you","with","out","hang","to"
1e+05,"there","be","to","going","you"
1e+05,"be","to","place","good","a"
1e+05,"huge","a","am","i","and"
1e+05,"able","be","will","we","and"
1e+05,"many","the","of","one","at"
1e+05,"was","and","time","the","at"
1e+05,"the","see","to","able","be"
1e+05,"good","a","get","not","did"
1e+05,"through","it","make","not","did"
1e+05,"know","to","seem","not","do"
1e+05,"hate","just","you","not","do"
1e+05,"there","be","not","could","i"
1e+05,"been","even","not","have","i"
1e+05,"of","heard","not","have","i"
1e+05,"not","is","this","know","i"
1e+05,"been","not","have","still","i"
1e+05,"all","thank","to","want","i"
1e+05,"an","get","can","i","if"
1e+05,"a","of","context","the","in"
1e+05,"to","lot","a","is","it"
1e+05,"and","late","too","is","it"
1e+05,"and","be","to","used","it"
1e+05,"that","be","to","used","it"
1e+05,"the","that","mind","in","keep"
1e+05,"done","it","get","is","let"
1e+05,"get","can","i","so","me"
1e+05,"send","can","i","so","me"
1e+05,"rt","the","for","thanks","me"
1e+05,"i","not","than","often","more"
1e+05,"the","not","than","often","more"
1e+05,"for","time","the","is","now"
1e+05,"but","that","like","something","or"
1e+05,"bit","a","it","make","to"
1e+05,"middle","the","in","up","wake"
1e+05,"one","the","be","to","want"
1e+05,"case","the","be","not","will"
99593,"the","to","comes","it","when"
99547,"it","sure","pretty","am","i"
99337,"want","not","do","just","i"
99290,"great","a","be","to","going"
99236,"lord","the","of","name","the"
99099,"back","go","to","want","i"
99099,"nice","been","have","would","it"
99009,"there","be","will","i","and"
98976,"have","not","do","i","and"
98901,"have","you","as","long","as"
98901,"were","i","and","husband","my"
98901,"so","way","the","of","out"
98901,"wait","to","have","will","we"
98901,"thing","good","a","be","would"
98765,"to","lot","a","is","there"
98765,"will","it","think","i","but"
98765,"this","doing","been","have","i"
98765,"a","was","it","think","i"
98765,"the","was","it","think","i"
98591,"day","great","a","is","it"
98591,"and","doing","are","you","what"
98360,"not","am","i","know","i"
98360,"that","sure","am","i","but"
98360,"they","sure","am","i","but"
98360,"you","who","know","not","do"
98360,"on","up","heads","the","for"
98360,"gym","the","at","am","i"
98360,"have","i","sorry","am","i"
98360,"to","get","to","want","i"
98360,"an","of","bit","a","is"
98360,"best","the","of","some","of"
98360,"have","not","do","who","people"
98360,"day","your","of","rest","the"
98360,"back","you","see","will","we"
98360,"place","great","a","be","would"
98214,"i","me","of","front","in"
98039,"i","again","over","and","over"
98039,"a","times","of","couple","a"
98039,"i","times","of","couple","a"
98039,"have","to","idea","good","a"
98039,"and","time","long","very","a"
98039,"about","forget","not","do","and"
98039,"your","hear","to","wait","cannot"
98039,"go","to","have","i","do"
98039,"you","what","know","you","do"
98039,"break","a","need","you","if"
98039,"st","of","city","the","in"
98039,"easy","as","not","is","it"
98039,"newest","my","to","out","shout"
98039,"and","states","united","the","to"
98039,"in","states","united","the","to"
98039,"moments","those","of","one","was"
98039,"people","those","of","one","was"
98039,"rare","those","of","one","was"
98039,"show","the","on","be","will"
98039,"see","me","let","not","will"
97902,"have","i","that","fact","the"
97826,"could","i","as","long","as"
97826,"do","i","as","long","as"
97560,"make","to","way","a","find"
97560,"will","i","that","know","i"
97560,"a","have","not","would","i"
97560,"i","since","time","first","the"
